订单ID,用户ID,下单时间,商品类别,商品数量,订单金额,用户评分,是否会员,年份,月份,日期,星期,小时
ORD_000923,USER_0133,2024-01-27 10:56:00,服装鞋帽,2,998.9,5.0,否,2024,1,2024-01-27,5,10
ORD_000924,USER_0147,2024-01-15 18:43:00,家居用品,4,528.65,2.0,否,2024,1,2024-01-15,0,18
ORD_000925,USER_0348,2024-02-04 12:42:00,电子产品,3,4728.01,5.0,是,2024,2,2024-02-04,6,12
ORD_000926,USER_0168,2024-02-06 13:07:00,电子产品,4,2708.74,4.0,否,2024,2,2024-02-06,1,13
ORD_000927,USER_0240,2024-04-17 18:42:00,服装鞋帽,3,695.67,5.0,否,2024,4,2024-04-17,2,18
ORD_000928,USER_0050,2024-04-28 10:32:00,美妆护肤,2,157.43,4.0,否,2024,4,2024-04-28,6,10
ORD_000929,USER_0070,2024-01-19 17:33:00,运动户外,2,3027.08,5.0,否,2024,1,2024-01-19,4,17
ORD_000930,USER_0107,2024-01-14 13:02:00,美妆护肤,3,1052.71,2.0,否,2024,1,2024-01-14,6,13
ORD_000931,USER_0289,2024-03-02 20:55:00,电子产品,2,1758.81,4.0,否,2024,3,2024-03-02,5,20
ORD_000932,USER_0075,2024-02-20 15:44:00,图书文具,4,167.76,4.0,是,2024,2,2024-02-20,1,15
ORD_000933,USER_0241,2024-04-22 20:30:00,服装鞋帽,2,721.22,4.0,否,2024,4,2024-04-22,0,20
ORD_000934,USER_0088,2024-02-03 09:17:00,服装鞋帽,4,2274.08,5.0,是,2024,2,2024-02-03,5,9
ORD_000935,USER_0354,2024-04-22 18:57:00,服装鞋帽,1,309.02,4.0,否,2024,4,2024-04-22,0,18
ORD_000936,USER_0094,2024-01-31 16:07:00,运动户外,2,2361.28,1.0,否,2024,1,2024-01-31,2,16
ORD_000937,USER_0011,2024-02-14 19:31:00,食品饮料,4,717.77,3.0,否,2024,2,2024-02-14,2,19
ORD_000938,USER_0179,2024-01-15 16:28:00,电子产品,1,1288.19,5.0,是,2024,1,2024-01-15,0,16
ORD_000939,USER_0075,2024-04-17 10:27:00,运动户外,2,2175.66,4.0,是,2024,4,2024-04-17,2,10
ORD_000940,USER_0144,2024-02-14 21:47:00,美妆护肤,3,464.46,5.0,是,2024,2,2024-02-14,2,21
ORD_000941,USER_0218,2024-01-23 14:17:00,电子产品,3,4664.47,4.0,是,2024,1,2024-01-23,1,14
ORD_000942,USER_0053,2024-02-05 21:46:00,食品饮料,4,234.0,4.0,否,2024,2,2024-02-05,0,21
ORD_000943,USER_0201,2024-02-29 12:52:00,服装鞋帽,1,735.28,5.0,是,2024,2,2024-02-29,3,12
ORD_000944,USER_0301,2024-03-03 11:03:00,服装鞋帽,4,1635.93,2.0,是,2024,3,2024-03-03,6,11
ORD_000945,USER_0143,2024-03-16 11:43:00,服装鞋帽,4,2357.21,4.0,否,2024,3,2024-03-16,5,11
ORD_000946,USER_0176,2024-03-29 10:24:00,服装鞋帽,4,2700.68,5.0,否,2024,3,2024-03-29,4,10
ORD_000947,USER_0138,2024-02-16 20:46:00,家居用品,2,886.69,5.0,否,2024,2,2024-02-16,4,20
ORD_000948,USER_0325,2024-02-28 15:08:00,食品饮料,3,278.19,4.0,否,2024,2,2024-02-28,2,15
ORD_000949,USER_0240,2024-04-22 16:25:00,家居用品,1,62.25,2.0,是,2024,4,2024-04-22,0,16
ORD_000950,USER_0125,2024-03-08 13:42:00,服装鞋帽,2,577.01,5.0,是,2024,3,2024-03-08,4,13
ORD_000951,USER_0283,2024-04-05 17:58:00,美妆护肤,3,1449.67,5.0,是,2024,4,2024-04-05,4,17
ORD_000952,USER_0302,2024-04-08 20:03:00,电子产品,4,2758.12,4.0,否,2024,4,2024-04-08,0,20
ORD_000953,USER_0204,2024-02-26 20:26:00,家居用品,2,202.47,4.0,否,2024,2,2024-02-26,0,20
ORD_000954,USER_0125,2024-02-28 09:41:00,电子产品,4,4728.01,4.0,否,2024,2,2024-02-28,2,9
ORD_000955,USER_0287,2024-03-06 12:04:00,家居用品,3,736.82,4.0,否,2024,3,2024-03-06,2,12
ORD_000956,USER_0294,2024-03-02 16:01:00,食品饮料,3,574.62,4.0,是,2024,3,2024-03-02,5,16
ORD_000957,USER_0095,2024-04-01 11:37:00,电子产品,1,4277.3,2.0,是,2024,4,2024-04-01,0,11
ORD_000958,USER_0150,2024-04-25 15:50:00,运动户外,3,4728.01,4.0,是,2024,4,2024-04-25,3,15
ORD_000959,USER_0191,2024-04-01 11:29:00,家居用品,4,1208.92,5.0,是,2024,4,2024-04-01,0,11
ORD_000960,USER_0105,2024-01-06 09:03:00,家居用品,1,350.42,4.0,否,2024,1,2024-01-06,5,9
ORD_000961,USER_0198,2024-04-12 15:46:00,电子产品,3,1796.21,3.0,否,2024,4,2024-04-12,4,15
ORD_000962,USER_0135,2024-04-08 11:32:00,电子产品,4,4728.01,5.0,是,2024,4,2024-04-08,0,11
ORD_000963,USER_0288,2024-01-02 16:26:00,电子产品,4,4728.01,4.0,否,2024,1,2024-01-02,1,16
ORD_000964,USER_0340,2024-02-27 22:16:00,服装鞋帽,4,910.09,5.0,否,2024,2,2024-02-27,1,22
ORD_000965,USER_0126,2024-04-25 15:00:00,电子产品,1,1583.02,1.0,否,2024,4,2024-04-25,3,15
ORD_000966,USER_0003,2024-01-04 20:44:00,图书文具,2,131.34,4.0,是,2024,1,2024-01-04,3,20
ORD_000967,USER_0249,2024-03-21 19:51:00,服装鞋帽,1,175.32,4.0,是,2024,3,2024-03-21,3,19
ORD_000968,USER_0118,2024-03-12 22:51:00,服装鞋帽,4,252.58,3.0,是,2024,3,2024-03-12,1,22
ORD_000969,USER_0038,2024-04-10 18:28:00,服装鞋帽,1,682.59,5.0,否,2024,4,2024-04-10,2,18
ORD_000970,USER_0336,2024-03-01 15:52:00,运动户外,1,1046.91,4.0,否,2024,3,2024-03-01,4,15
ORD_000971,USER_0300,2024-02-18 20:37:00,食品饮料,1,109.68,5.0,是,2024,2,2024-02-18,6,20
ORD_000972,USER_0026,2024-03-03 16:57:00,服装鞋帽,3,1258.73,4.0,否,2024,3,2024-03-03,6,16
ORD_000973,USER_0173,2024-01-28 18:28:00,家居用品,1,234.72,4.0,是,2024,1,2024-01-28,6,18
ORD_000974,USER_0006,2024-02-04 19:59:00,食品饮料,2,298.15,3.0,否,2024,2,2024-02-04,6,19
ORD_000975,USER_0105,2024-03-28 21:42:00,食品饮料,2,229.13,5.0,否,2024,3,2024-03-28,3,21
ORD_000976,USER_0346,2024-04-25 09:12:00,服装鞋帽,3,771.61,5.0,否,2024,4,2024-04-25,3,9
ORD_000977,USER_0225,2024-01-16 20:50:00,电子产品,3,4669.62,2.0,否,2024,1,2024-01-16,1,20
ORD_000978,USER_0190,2024-03-07 21:36:00,服装鞋帽,2,1353.54,5.0,否,2024,3,2024-03-07,3,21
ORD_000979,USER_0259,2024-03-13 20:06:00,运动户外,2,2427.92,4.0,否,2024,3,2024-03-13,2,20
ORD_000980,USER_0214,2024-02-09 13:07:00,家居用品,1,255.87,5.0,是,2024,2,2024-02-09,4,13
ORD_000981,USER_0025,2024-03-28 10:46:00,美妆护肤,1,379.15,4.0,是,2024,3,2024-03-28,3,10
ORD_000982,USER_0156,2024-03-13 15:35:00,运动户外,3,4728.01,3.0,是,2024,3,2024-03-13,2,15
ORD_000983,USER_0055,2024-03-10 13:42:00,服装鞋帽,2,930.02,4.0,否,2024,3,2024-03-10,6,13
ORD_000984,USER_0036,2024-03-31 22:31:00,家居用品,4,551.29,3.0,是,2024,3,2024-03-31,6,22
ORD_000985,USER_0281,2024-03-11 09:42:00,家居用品,1,163.96,1.0,否,2024,3,2024-03-11,0,9
ORD_000986,USER_0163,2024-02-12 17:05:00,运动户外,4,4728.01,4.0,否,2024,2,2024-02-12,0,17
ORD_000987,USER_0300,2024-02-12 19:34:00,电子产品,1,3933.22,5.0,否,2024,2,2024-02-12,0,19
ORD_000988,USER_0256,2024-03-20 09:19:00,服装鞋帽,3,229.47,5.0,否,2024,3,2024-03-20,2,9
ORD_000989,USER_0304,2024-01-04 09:20:00,服装鞋帽,4,1398.5,4.0,否,2024,1,2024-01-04,3,9
ORD_000990,USER_0242,2024-04-12 17:50:00,美妆护肤,2,409.66,3.0,是,2024,4,2024-04-12,4,17
ORD_000991,USER_0290,2024-04-09 14:43:00,食品饮料,2,269.68,2.0,否,2024,4,2024-04-09,1,14
ORD_000992,USER_0027,2024-01-22 19:50:00,家居用品,2,804.85,4.0,否,2024,1,2024-01-22,0,19
ORD_000993,USER_0212,2024-03-12 19:38:00,美妆护肤,1,588.93,5.0,否,2024,3,2024-03-12,1,19
ORD_000994,USER_0320,2024-04-01 09:42:00,食品饮料,3,440.08,4.0,否,2024,4,2024-04-01,0,9
ORD_000995,USER_0072,2024-02-19 17:33:00,美妆护肤,2,515.09,5.0,是,2024,2,2024-02-19,0,17
ORD_000996,USER_0231,2024-01-29 17:40:00,食品饮料,1,153.46,5.0,是,2024,1,2024-01-29,0,17
ORD_000997,USER_0189,2024-03-05 09:08:00,美妆护肤,1,445.65,4.0,否,2024,3,2024-03-05,1,9
ORD_000998,USER_0131,2024-03-31 09:28:00,食品饮料,2,179.57,5.0,是,2024,3,2024-03-31,6,9
ORD_000999,USER_0172,2024-03-08 20:40:00,电子产品,4,4728.01,5.0,是,2024,3,2024-03-08,4,20
ORD_001000,USER_0052,2024-01-16 21:08:00,服装鞋帽,2,1521.54,5.0,否,2024,1,2024-01-16,1,21
ORD_001001,USER_0176,2024-01-01 11:23:00,食品饮料,3,184.06,4.0,否,2024,1,2024-01-01,0,11
ORD_001002,USER_0218,2024-04-14 16:41:00,美妆护肤,2,1049.77,5.0,否,2024,4,2024-04-14,6,16
ORD_001003,USER_0211,2024-02-23 20:45:00,食品饮料,3,241.59,4.0,否,2024,2,2024-02-23,4,20
ORD_001004,USER_0031,2024-01-25 17:23:00,家居用品,4,262.17,4.0,否,2024,1,2024-01-25,3,17
ORD_001005,USER_0268,2024-03-02 18:32:00,美妆护肤,3,1674.44,4.0,否,2024,3,2024-03-02,5,18
ORD_001006,USER_0001,2024-04-23 17:54:00,服装鞋帽,3,1883.18,5.0,否,2024,4,2024-04-23,1,17
ORD_001007,USER_0045,2024-03-13 16:01:00,家居用品,3,1223.2,4.0,否,2024,3,2024-03-13,2,16
ORD_001008,USER_0305,2024-04-18 10:34:00,服装鞋帽,3,810.59,5.0,是,2024,4,2024-04-18,3,10
ORD_001009,USER_0248,2024-01-25 12:26:00,电子产品,3,4728.01,3.0,是,2024,1,2024-01-25,3,12
ORD_001010,USER_0004,2024-03-05 10:28:00,服装鞋帽,1,312.58,4.0,否,2024,3,2024-03-05,1,10
ORD_001011,USER_0030,2024-02-20 20:05:00,运动户外,3,3349.12,4.0,否,2024,2,2024-02-20,1,20
ORD_001012,USER_0213,2024-03-20 16:05:00,图书文具,2,199.83,3.0,否,2024,3,2024-03-20,2,16
ORD_001013,USER_0198,2024-02-29 11:09:00,食品饮料,2,232.77,5.0,是,2024,2,2024-02-29,3,11
ORD_001014,USER_0159,2024-01-30 22:54:00,服装鞋帽,1,358.37,4.0,否,2024,1,2024-01-30,1,22
ORD_001015,USER_0352,2024-03-12 17:39:00,服装鞋帽,4,2752.4,2.0,是,2024,3,2024-03-12,1,17
ORD_001016,USER_0241,2024-04-13 14:54:00,食品饮料,1,141.84,2.0,是,2024,4,2024-04-13,5,14
ORD_001017,USER_0270,2024-01-25 17:06:00,运动户外,1,509.49,5.0,否,2024,1,2024-01-25,3,17
ORD_001018,USER_0168,2024-04-06 19:07:00,图书文具,1,33.41,5.0,否,2024,4,2024-04-06,5,19
ORD_001019,USER_0192,2024-04-20 20:37:00,美妆护肤,2,537.48,4.0,是,2024,4,2024-04-20,5,20
ORD_001020,USER_0151,2024-03-17 11:38:00,家居用品,1,106.21,5.0,是,2024,3,2024-03-17,6,11
ORD_001021,USER_0075,2024-04-16 17:54:00,食品饮料,3,443.69,5.0,是,2024,4,2024-04-16,1,17
ORD_001022,USER_0207,2024-02-26 10:16:00,运动户外,4,2391.45,5.0,否,2024,2,2024-02-26,0,10
ORD_001023,USER_0224,2024-01-25 20:14:00,电子产品,1,4659.09,3.0,是,2024,1,2024-01-25,3,20
ORD_001024,USER_0156,2024-03-25 14:40:00,运动户外,3,1037.51,4.0,否,2024,3,2024-03-25,0,14
ORD_001025,USER_0278,2024-02-03 21:30:00,家居用品,3,297.19,3.0,是,2024,2,2024-02-03,5,21
ORD_001026,USER_0220,2024-01-01 18:47:00,电子产品,3,3665.71,5.0,是,2024,1,2024-01-01,0,18
ORD_001027,USER_0276,2024-04-25 13:32:00,运动户外,3,2846.41,5.0,是,2024,4,2024-04-25,3,13
ORD_001028,USER_0021,2024-02-06 15:04:00,图书文具,1,129.44,3.0,否,2024,2,2024-02-06,1,15
ORD_001029,USER_0330,2024-03-21 14:46:00,食品饮料,4,542.87,4.0,是,2024,3,2024-03-21,3,14
ORD_001030,USER_0005,2024-02-11 16:06:00,食品饮料,2,248.88,2.0,是,2024,2,2024-02-11,6,16
ORD_001031,USER_0144,2024-02-13 09:34:00,运动户外,3,4728.01,5.0,是,2024,2,2024-02-13,1,9
ORD_001032,USER_0109,2024-04-27 16:01:00,服装鞋帽,3,1759.29,3.0,是,2024,4,2024-04-27,5,16
ORD_001033,USER_0304,2024-03-05 16:15:00,食品饮料,2,125.5,5.0,是,2024,3,2024-03-05,1,16
ORD_001034,USER_0262,2024-02-08 19:23:00,食品饮料,1,156.01,3.0,否,2024,2,2024-02-08,3,19
ORD_001035,USER_0200,2024-01-06 15:32:00,食品饮料,3,416.19,4.0,是,2024,1,2024-01-06,5,15
ORD_001036,USER_0248,2024-03-18 20:38:00,食品饮料,4,282.44,3.0,是,2024,3,2024-03-18,0,20
ORD_001037,USER_0336,2024-04-14 20:18:00,图书文具,2,195.89,3.0,是,2024,4,2024-04-14,6,20
ORD_001038,USER_0241,2024-04-25 10:28:00,食品饮料,3,2812.3,1.0,否,2024,4,2024-04-25,3,10
ORD_001039,USER_0270,2024-04-19 20:05:00,服装鞋帽,2,773.28,5.0,是,2024,4,2024-04-19,4,20
ORD_001040,USER_0062,2024-01-23 10:39:00,美妆护肤,3,979.55,4.0,是,2024,1,2024-01-23,1,10
ORD_001041,USER_0071,2024-01-17 17:13:00,图书文具,3,436.43,5.0,否,2024,1,2024-01-17,2,17
ORD_001042,USER_0051,2024-03-28 12:40:00,美妆护肤,1,416.42,5.0,否,2024,3,2024-03-28,3,12
ORD_001043,USER_0317,2024-04-28 20:13:00,家居用品,4,1334.23,3.0,否,2024,4,2024-04-28,6,20
ORD_001044,USER_0250,2024-01-04 21:48:00,家居用品,1,51.73,4.0,否,2024,1,2024-01-04,3,21
ORD_001045,USER_0042,2024-03-05 17:45:00,图书文具,4,414.47,5.0,否,2024,3,2024-03-05,1,17
ORD_001046,USER_0235,2024-02-10 20:44:00,家居用品,3,1244.16,3.0,否,2024,2,2024-02-10,5,20
ORD_001047,USER_0275,2024-03-30 14:59:00,家居用品,1,328.99,5.0,否,2024,3,2024-03-30,5,14
ORD_001048,USER_0320,2024-02-08 11:06:00,电子产品,2,995.37,1.0,是,2024,2,2024-02-08,3,11
ORD_001049,USER_0356,2024-02-16 16:47:00,美妆护肤,3,1073.84,3.0,否,2024,2,2024-02-16,4,16
ORD_001050,USER_0263,2024-01-13 16:14:00,电子产品,4,4728.01,4.0,是,2024,1,2024-01-13,5,16
ORD_001051,USER_0276,2024-04-19 22:01:00,电子产品,3,4728.01,5.0,否,2024,4,2024-04-19,4,22
ORD_001052,USER_0192,2024-03-10 14:25:00,服装鞋帽,1,125.62,4.0,是,2024,3,2024-03-10,6,14
ORD_001053,USER_0296,2024-01-07 09:46:00,运动户外,4,3509.09,5.0,否,2024,1,2024-01-07,6,9
ORD_001054,USER_0201,2024-01-21 13:17:00,家居用品,3,171.94,4.0,是,2024,1,2024-01-21,6,13
ORD_001055,USER_0047,2024-01-15 14:44:00,美妆护肤,3,1541.99,5.0,是,2024,1,2024-01-15,0,14
ORD_001056,USER_0145,2024-04-14 14:48:00,美妆护肤,1,188.83,3.0,否,2024,4,2024-04-14,6,14
ORD_001057,USER_0164,2024-04-25 10:53:00,家居用品,2,62.14,4.0,否,2024,4,2024-04-25,3,10
ORD_001058,USER_0184,2024-02-18 14:32:00,食品饮料,4,524.01,5.0,否,2024,2,2024-02-18,6,14
ORD_001059,USER_0204,2024-01-11 09:46:00,电子产品,1,1374.19,5.0,否,2024,1,2024-01-11,3,9
ORD_001060,USER_0046,2024-04-28 19:44:00,家居用品,3,905.89,3.0,否,2024,4,2024-04-28,6,19
ORD_001061,USER_0254,2024-01-31 14:39:00,服装鞋帽,3,2338.25,4.0,否,2024,1,2024-01-31,2,14
ORD_001062,USER_0281,2024-02-15 18:42:00,家居用品,1,126.2,5.0,否,2024,2,2024-02-15,3,18
ORD_001063,USER_0334,2024-01-10 09:06:00,食品饮料,4,284.88,3.0,否,2024,1,2024-01-10,2,9
ORD_001064,USER_0061,2024-01-07 17:23:00,食品饮料,2,220.25,4.0,否,2024,1,2024-01-07,6,17
ORD_001065,USER_0193,2024-01-03 21:46:00,美妆护肤,2,864.01,5.0,否,2024,1,2024-01-03,2,21
ORD_001066,USER_0259,2024-02-29 22:17:00,运动户外,3,4728.01,3.0,否,2024,2,2024-02-29,3,22
ORD_001067,USER_0091,2024-02-07 19:37:00,电子产品,3,822.76,4.0,否,2024,2,2024-02-07,2,19
ORD_001068,USER_0315,2024-04-12 13:49:00,美妆护肤,1,410.17,4.0,否,2024,4,2024-04-12,4,13
ORD_001069,USER_0181,2024-01-17 16:36:00,食品饮料,4,357.13,1.0,否,2024,1,2024-01-17,2,16
ORD_001070,USER_0255,2024-02-08 20:08:00,家居用品,1,260.65,4.0,是,2024,2,2024-02-08,3,20
ORD_001071,USER_0358,2024-02-09 20:00:00,食品饮料,3,299.33,5.0,否,2024,2,2024-02-09,4,20
ORD_001072,USER_0230,2024-04-18 17:45:00,电子产品,4,4728.01,5.0,否,2024,4,2024-04-18,3,17
ORD_001073,USER_0286,2024-02-06 10:00:00,运动户外,2,3199.43,5.0,否,2024,2,2024-02-06,1,10
ORD_001074,USER_0182,2024-04-10 19:40:00,食品饮料,1,185.67,4.0,否,2024,4,2024-04-10,2,19
ORD_001075,USER_0010,2024-01-01 10:49:00,服装鞋帽,4,3070.7,3.0,否,2024,1,2024-01-01,0,10
ORD_001076,USER_0033,2024-01-11 15:58:00,食品饮料,4,729.63,3.0,是,2024,1,2024-01-11,3,15
ORD_001077,USER_0012,2024-01-17 13:08:00,电子产品,3,4728.01,4.0,是,2024,1,2024-01-17,2,13
ORD_001078,USER_0074,2024-03-18 17:41:00,服装鞋帽,1,172.0,5.0,否,2024,3,2024-03-18,0,17
ORD_001079,USER_0265,2024-02-27 13:07:00,美妆护肤,1,228.46,5.0,否,2024,2,2024-02-27,1,13
ORD_001080,USER_0047,2024-03-15 10:09:00,图书文具,2,178.69,4.0,否,2024,3,2024-03-15,4,10
ORD_001081,USER_0005,2024-02-28 18:10:00,服装鞋帽,4,1705.19,4.0,否,2024,2,2024-02-28,2,18
ORD_001082,USER_0133,2024-02-07 22:23:00,美妆护肤,3,1223.53,4.0,否,2024,2,2024-02-07,2,22
ORD_001083,USER_0121,2024-04-03 16:39:00,家居用品,1,216.46,4.0,是,2024,4,2024-04-03,2,16
ORD_001084,USER_0022,2024-02-10 14:05:00,服装鞋帽,2,1109.12,5.0,否,2024,2,2024-02-10,5,14
ORD_001085,USER_0046,2024-02-14 20:15:00,家居用品,4,742.78,5.0,是,2024,2,2024-02-14,2,20
ORD_001086,USER_0258,2024-03-17 12:43:00,图书文具,1,140.41,4.0,是,2024,3,2024-03-17,6,12
ORD_001087,USER_0279,2024-01-09 12:45:00,美妆护肤,4,1225.76,2.0,是,2024,1,2024-01-09,1,12
ORD_001088,USER_0058,2024-02-25 22:59:00,电子产品,4,1782.12,5.0,否,2024,2,2024-02-25,6,22
ORD_001089,USER_0154,2024-03-05 10:31:00,家居用品,3,1268.18,2.0,是,2024,3,2024-03-05,1,10
ORD_001090,USER_0277,2024-01-31 18:54:00,食品饮料,3,554.3,5.0,是,2024,1,2024-01-31,2,18
ORD_001091,USER_0138,2024-01-05 14:18:00,家居用品,1,337.24,2.0,否,2024,1,2024-01-05,4,14
ORD_001092,USER_0003,2024-03-13 09:24:00,食品饮料,1,12.24,5.0,否,2024,3,2024-03-13,2,9
ORD_001093,USER_0051,2024-03-03 11:00:00,食品饮料,2,318.52,5.0,是,2024,3,2024-03-03,6,11
ORD_001094,USER_0107,2024-01-06 16:35:00,美妆护肤,3,1651.72,4.0,否,2024,1,2024-01-06,5,16
ORD_001095,USER_0079,2024-03-08 18:29:00,服装鞋帽,3,1920.82,5.0,否,2024,3,2024-03-08,4,18
ORD_001096,USER_0078,2024-03-14 17:19:00,服装鞋帽,1,621.07,5.0,是,2024,3,2024-03-14,3,17
ORD_001097,USER_0160,2024-01-25 09:56:00,电子产品,3,1474.61,4.0,否,2024,1,2024-01-25,3,9
ORD_001098,USER_0189,2024-03-18 13:23:00,运动户外,3,4728.01,4.0,是,2024,3,2024-03-18,0,13
ORD_001099,USER_0148,2024-02-22 14:45:00,家居用品,1,103.32,3.0,否,2024,2,2024-02-22,3,14
ORD_001100,USER_0097,2024-02-20 09:55:00,运动户外,2,2994.79,5.0,是,2024,2,2024-02-20,1,9
ORD_001101,USER_0184,2024-03-19 11:23:00,运动户外,3,2797.94,4.0,是,2024,3,2024-03-19,1,11
ORD_001102,USER_0061,2024-02-16 18:15:00,食品饮料,4,599.66,5.0,否,2024,2,2024-02-16,4,18
ORD_001103,USER_0333,2024-02-02 09:47:00,运动户外,3,4728.01,4.0,否,2024,2,2024-02-02,4,9
ORD_001104,USER_0255,2024-03-15 16:37:00,电子产品,1,3735.32,4.0,否,2024,3,2024-03-15,4,16
ORD_001105,USER_0031,2024-04-07 19:38:00,食品饮料,2,381.05,4.0,否,2024,4,2024-04-07,6,19
ORD_001106,USER_0310,2024-03-01 12:24:00,食品饮料,2,139.16,4.0,否,2024,3,2024-03-01,4,12
ORD_001107,USER_0135,2024-02-03 16:22:00,服装鞋帽,2,755.88,5.0,否,2024,2,2024-02-03,5,16
ORD_001108,USER_0317,2024-02-10 15:41:00,食品饮料,3,95.32,4.0,是,2024,2,2024-02-10,5,15
ORD_001109,USER_0165,2024-01-18 14:16:00,电子产品,1,4267.17,3.0,否,2024,1,2024-01-18,3,14
ORD_001110,USER_0131,2024-04-04 11:35:00,食品饮料,3,370.11,4.0,否,2024,4,2024-04-04,3,11
ORD_001111,USER_0162,2024-02-07 17:21:00,服装鞋帽,4,2669.47,5.0,否,2024,2,2024-02-07,2,17
ORD_001112,USER_0276,2024-03-27 13:29:00,电子产品,2,4385.08,3.0,是,2024,3,2024-03-27,2,13
ORD_001113,USER_0039,2024-02-26 16:47:00,服装鞋帽,1,795.45,4.0,否,2024,2,2024-02-26,0,16
ORD_001114,USER_0101,2024-03-31 15:40:00,美妆护肤,4,1774.16,3.0,否,2024,3,2024-03-31,6,15
ORD_001115,USER_0033,2024-04-03 14:21:00,电子产品,4,4728.01,3.0,是,2024,4,2024-04-03,2,14
ORD_001116,USER_0021,2024-03-19 14:34:00,美妆护肤,2,1186.44,5.0,是,2024,3,2024-03-19,1,14
ORD_001117,USER_0020,2024-02-05 13:48:00,家居用品,4,1396.74,3.0,是,2024,2,2024-02-05,0,13
ORD_001118,USER_0168,2024-02-29 16:35:00,服装鞋帽,4,1546.55,1.0,否,2024,2,2024-02-29,3,16
ORD_001119,USER_0215,2024-04-23 15:30:00,家居用品,1,462.73,3.0,是,2024,4,2024-04-23,1,15
ORD_001120,USER_0157,2024-02-07 20:52:00,家居用品,4,1474.98,1.0,是,2024,2,2024-02-07,2,20
ORD_001121,USER_0183,2024-01-17 11:57:00,食品饮料,3,570.12,3.0,否,2024,1,2024-01-17,2,11
ORD_001122,USER_0071,2024-01-22 13:21:00,食品饮料,4,276.55,5.0,是,2024,1,2024-01-22,0,13
ORD_001123,USER_0089,2024-04-19 16:40:00,家居用品,1,232.26,5.0,否,2024,4,2024-04-19,4,16
ORD_001124,USER_0089,2024-01-13 18:36:00,电子产品,1,2030.69,5.0,否,2024,1,2024-01-13,5,18
ORD_001125,USER_0050,2024-04-11 19:20:00,电子产品,1,3738.94,4.0,否,2024,4,2024-04-11,3,19
ORD_001126,USER_0093,2024-02-08 20:33:00,电子产品,1,2885.22,2.0,否,2024,2,2024-02-08,3,20
ORD_001127,USER_0148,2024-04-09 11:40:00,图书文具,4,383.11,5.0,否,2024,4,2024-04-09,1,11
ORD_001128,USER_0224,2024-03-10 20:00:00,食品饮料,3,234.0,5.0,否,2024,3,2024-03-10,6,20
ORD_001129,USER_0118,2024-02-12 10:04:00,电子产品,2,3393.04,3.0,否,2024,2,2024-02-12,0,10
ORD_001130,USER_0144,2024-04-08 09:27:00,家居用品,4,1088.01,5.0,否,2024,4,2024-04-08,0,9
ORD_001131,USER_0311,2024-03-28 17:02:00,家居用品,1,238.28,2.0,否,2024,3,2024-03-28,3,17
ORD_001132,USER_0317,2024-01-24 13:12:00,服装鞋帽,2,1344.07,4.0,是,2024,1,2024-01-24,2,13
ORD_001133,USER_0117,2024-04-20 11:44:00,家居用品,2,956.47,5.0,是,2024,4,2024-04-20,5,11
ORD_001134,USER_0323,2024-01-20 14:53:00,运动户外,4,2455.25,2.0,否,2024,1,2024-01-20,5,14
ORD_001135,USER_0116,2024-01-31 12:05:00,家居用品,1,258.06,4.0,否,2024,1,2024-01-31,2,12
ORD_001136,USER_0164,2024-01-26 14:29:00,电子产品,2,3306.91,4.0,否,2024,1,2024-01-26,4,14
ORD_001137,USER_0169,2024-01-29 16:06:00,家居用品,4,1182.06,5.0,否,2024,1,2024-01-29,0,16
ORD_001138,USER_0006,2024-04-08 13:21:00,美妆护肤,4,1888.68,4.0,否,2024,4,2024-04-08,0,13
ORD_001139,USER_0147,2024-01-24 16:15:00,运动户外,3,1543.11,3.0,是,2024,1,2024-01-24,2,16
ORD_001140,USER_0021,2024-02-22 09:23:00,服装鞋帽,1,476.47,5.0,否,2024,2,2024-02-22,3,9
ORD_001141,USER_0012,2024-01-29 10:13:00,食品饮料,1,124.33,5.0,否,2024,1,2024-01-29,0,10
ORD_001142,USER_0042,2024-02-03 16:00:00,电子产品,1,2517.5,5.0,是,2024,2,2024-02-03,5,16
ORD_001143,USER_0078,2024-01-11 17:41:00,家居用品,3,880.46,4.0,是,2024,1,2024-01-11,3,17
ORD_001144,USER_0341,2024-02-02 21:48:00,家居用品,3,576.3,4.0,否,2024,2,2024-02-02,4,21
ORD_001145,USER_0213,2024-02-20 15:39:00,家居用品,3,1281.63,4.0,否,2024,2,2024-02-20,1,15
ORD_001146,USER_0022,2024-01-04 22:11:00,图书文具,1,129.85,5.0,否,2024,1,2024-01-04,3,22
ORD_001147,USER_0292,2024-03-05 21:08:00,食品饮料,4,692.78,4.0,是,2024,3,2024-03-05,1,21
ORD_001148,USER_0316,2024-02-02 14:33:00,服装鞋帽,1,930.02,5.0,否,2024,2,2024-02-02,4,14
ORD_001149,USER_0211,2024-03-21 17:47:00,食品饮料,1,86.47,1.0,是,2024,3,2024-03-21,3,17
ORD_001150,USER_0179,2024-04-22 10:48:00,电子产品,3,1154.69,5.0,是,2024,4,2024-04-22,0,10
ORD_001151,USER_0263,2024-04-19 11:26:00,美妆护肤,1,210.13,4.0,否,2024,4,2024-04-19,4,11
ORD_001152,USER_0040,2024-01-03 10:15:00,电子产品,3,4728.01,4.0,否,2024,1,2024-01-03,2,10
