用户ID,订单时间,商品类别,单价,数量,订单金额,评分,支付方式,日期,月份,星期,小时
USER_0156,2023-03-03 11:06:15,家居用品,629.51,1,629.51,4.0,支付宝,2023-03-03,2023-03,Friday,11
USER_0380,2023-02-21 21:51:35,食品饮料,90.96,4,363.84,3.0,支付宝,2023-02-21,2023-02,Tuesday,21
USER_0483,2023-01-07 19:27:21,美妆护肤,372.13,2,744.26,5.0,支付宝,2023-01-07,2023-01,Saturday,19
USER_0405,2023-04-28 14:14:20,美妆护肤,85.81,1,85.81,4.0,支付宝,2023-04-28,2023-04,Friday,14
USER_0242,2023-04-19 13:52:17,电子产品,308.9,1,308.9,4.0,微信支付,2023-04-19,2023-04,Wednesday,13
USER_0308,2023-02-24 13:25:03,运动户外,524.78,3,1574.34,4.0,支付宝,2023-02-24,2023-02,Friday,13
USER_0436,2023-01-29 14:41:20,图书音像,43.97,1,43.97,2.0,银行卡,2023-01-29,2023-01,Sunday,14
USER_0130,2023-03-01 21:32:09,运动户外,543.46,4,2173.84,5.0,微信支付,2023-03-01,2023-03,Wednesday,21
USER_0200,2023-02-18 09:59:22,食品饮料,38.53,1,38.53,5.0,支付宝,2023-02-18,2023-02,Saturday,9
USER_0008,2023-03-18 16:56:22,家居用品,99.92,1,99.92,2.0,银行卡,2023-03-18,2023-03,Saturday,16
USER_0277,2023-04-14 18:30:45,图书音像,194.73,3,584.19,5.0,支付宝,2023-04-14,2023-04,Friday,18
USER_0491,2023-02-27 13:04:29,美妆护肤,52.98,4,211.92,4.0,微信支付,2023-02-27,2023-02,Monday,13
USER_0360,2023-01-25 17:01:14,电子产品,694.79,1,694.79,4.0,微信支付,2023-01-25,2023-01,Wednesday,17
USER_0378,2023-04-29 10:09:20,电子产品,2294.88875,5,6641.0175,2.0,微信支付,2023-04-29,2023-04,Saturday,10
USER_0351,2023-01-16 20:33:10,电子产品,642.96,1,642.96,4.0,支付宝,2023-01-16,2023-01,Monday,20
USER_0124,2023-03-30 10:21:51,电子产品,695.36,1,695.36,3.0,微信支付,2023-03-30,2023-03,Thursday,10
USER_0122,2023-02-01 15:38:48,服装鞋帽,458.01,5,2290.05,4.0,银行卡,2023-02-01,2023-02,Wednesday,15
USER_0302,2023-04-14 15:22:43,电子产品,1668.29,1,1668.29,5.0,银行卡,2023-04-14,2023-04,Friday,15
USER_0466,2023-01-02 21:20:14,电子产品,2294.88875,4,6641.0175,4.0,微信支付,2023-01-02,2023-01,Monday,21
USER_0421,2023-03-02 09:55:02,服装鞋帽,473.77,4,1895.08,4.0,微信支付,2023-03-02,2023-03,Thursday,9
USER_0128,2023-04-11 16:41:57,电子产品,1308.73,1,1308.73,5.0,支付宝,2023-04-11,2023-04,Tuesday,16
USER_0483,2023-04-06 18:33:42,服装鞋帽,606.76,3,1820.28,5.0,支付宝,2023-04-06,2023-04,Thursday,18
USER_0112,2023-01-13 17:51:35,电子产品,2294.88875,1,3828.85,1.0,支付宝,2023-01-13,2023-01,Friday,17
USER_0418,2023-02-22 17:19:10,美妆护肤,424.15,3,1272.45,4.0,银行卡,2023-02-22,2023-02,Wednesday,17
USER_0132,2023-04-21 21:03:19,美妆护肤,124.26,5,621.3,3.0,支付宝,2023-04-21,2023-04,Friday,21
USER_0405,2023-03-15 14:45:03,电子产品,1999.6,4,6641.0175,4.0,微信支付,2023-03-15,2023-03,Wednesday,14
USER_0515,2023-03-29 13:15:57,食品饮料,116.53,2,233.06,4.0,微信支付,2023-03-29,2023-03,Wednesday,13
USER_0159,2023-03-01 20:18:48,家居用品,174.53,4,698.12,4.0,微信支付,2023-03-01,2023-03,Wednesday,20
USER_0117,2023-01-31 12:18:47,服装鞋帽,141.78,1,141.78,5.0,支付宝,2023-01-31,2023-01,Tuesday,12
USER_0113,2023-04-02 19:46:10,美妆护肤,163.73,4,654.92,3.0,支付宝,2023-04-02,2023-04,Sunday,19
USER_0047,2023-04-01 14:46:13,美妆护肤,375.19,5,1875.95,5.0,支付宝,2023-04-01,2023-04,Saturday,14
USER_0573,2023-01-10 10:02:12,家居用品,598.24,1,598.24,4.0,银行卡,2023-01-10,2023-01,Tuesday,10
USER_0563,2023-04-27 11:41:34,服装鞋帽,704.55,5,3522.75,5.0,支付宝,2023-04-27,2023-04,Thursday,11
USER_0074,2023-03-05 13:35:05,家居用品,78.35,3,235.05,5.0,支付宝,2023-03-05,2023-03,Sunday,13
USER_0313,2023-04-10 14:40:53,电子产品,743.61,4,2974.44,4.0,微信支付,2023-04-10,2023-04,Monday,14
USER_0548,2023-03-26 16:43:41,服装鞋帽,246.28,4,985.12,3.0,微信支付,2023-03-26,2023-03,Sunday,16
USER_0400,2023-02-23 18:24:12,服装鞋帽,167.29,3,501.87,5.0,支付宝,2023-02-23,2023-02,Thursday,18
USER_0250,2023-04-17 17:20:03,服装鞋帽,628.89,2,1257.78,2.0,微信支付,2023-04-17,2023-04,Monday,17
USER_0203,2023-01-20 16:14:47,运动户外,151.9,1,151.9,4.0,支付宝,2023-01-20,2023-01,Friday,16
USER_0021,2023-03-23 13:02:22,电子产品,2294.88875,1,2870.12,4.0,银行卡,2023-03-23,2023-03,Thursday,13
USER_0445,2023-02-10 09:49:52,电子产品,1329.74,1,1329.74,5.0,微信支付,2023-02-10,2023-02,Friday,9
USER_0573,2023-03-02 10:27:57,食品饮料,160.42,2,320.84,4.0,支付宝,2023-03-02,2023-03,Thursday,10
USER_0198,2023-04-08 09:09:20,电子产品,2294.88875,2,6641.0175,3.0,支付宝,2023-04-08,2023-04,Saturday,9
USER_0435,2023-02-08 14:11:23,美妆护肤,73.73,3,221.19,4.0,支付宝,2023-02-08,2023-02,Wednesday,14
USER_0561,2023-03-05 15:20:19,食品饮料,154.1,5,770.5,5.0,微信支付,2023-03-05,2023-03,Sunday,15
USER_0381,2023-04-15 16:57:27,美妆护肤,33.04,3,99.12,2.0,银行卡,2023-04-15,2023-04,Saturday,16
USER_0097,2023-02-11 12:34:05,服装鞋帽,388.77,3,1166.31,4.0,微信支付,2023-02-11,2023-02,Saturday,12
USER_0307,2023-01-11 16:11:09,电子产品,1847.69,5,6641.0175,5.0,微信支付,2023-01-11,2023-01,Wednesday,16
USER_0567,2023-01-09 16:17:41,服装鞋帽,468.37,3,1405.11,3.0,支付宝,2023-01-09,2023-01,Monday,16
USER_0283,2023-04-24 19:39:37,电子产品,1089.88,5,5449.4,3.0,微信支付,2023-04-24,2023-04,Monday,19
USER_0260,2023-04-04 14:45:53,运动户外,279.41,1,279.41,5.0,支付宝,2023-04-04,2023-04,Tuesday,14
USER_0533,2023-01-30 21:33:03,图书音像,196.36,3,589.08,4.0,微信支付,2023-01-30,2023-01,Monday,21
USER_0131,2023-04-07 12:24:19,运动户外,204.84,5,1024.2,5.0,支付宝,2023-04-07,2023-04,Friday,12
USER_0265,2023-04-26 14:49:05,家居用品,334.92,4,1339.68,4.0,支付宝,2023-04-26,2023-04,Wednesday,14
USER_0226,2023-03-27 11:11:27,食品饮料,56.42,2,112.84,2.0,支付宝,2023-03-27,2023-03,Monday,11
USER_0546,2023-02-10 11:46:17,美妆护肤,332.55,1,332.55,4.0,微信支付,2023-02-10,2023-02,Friday,11
USER_0289,2023-03-25 21:15:33,服装鞋帽,564.75,1,564.75,2.0,微信支付,2023-03-25,2023-03,Saturday,21
USER_0001,2023-03-13 15:22:02,家居用品,527.28,5,2636.4,3.0,支付宝,2023-03-13,2023-03,Monday,15
USER_0302,2023-04-26 12:11:16,美妆护肤,398.45,2,796.9,4.0,微信支付,2023-04-26,2023-04,Wednesday,12
USER_0251,2023-04-01 15:58:26,服装鞋帽,334.63,5,1673.15,3.0,微信支付,2023-04-01,2023-04,Saturday,15
USER_0547,2023-01-19 19:19:48,电子产品,2294.88875,1,3725.53,5.0,支付宝,2023-01-19,2023-01,Thursday,19
USER_0426,2023-01-19 17:27:19,图书音像,131.84,4,527.36,4.0,微信支付,2023-01-19,2023-01,Thursday,17
USER_0508,2023-01-19 12:13:55,家居用品,554.48,1,554.48,2.0,支付宝,2023-01-19,2023-01,Thursday,12
USER_0376,2023-02-21 17:13:10,电子产品,1209.12,1,1209.12,5.0,支付宝,2023-02-21,2023-02,Tuesday,17
USER_0068,2023-04-02 16:01:40,服装鞋帽,305.3,5,1526.5,5.0,微信支付,2023-04-02,2023-04,Sunday,16
USER_0432,2023-01-30 20:34:10,图书音像,174.03,5,870.15,4.0,支付宝,2023-01-30,2023-01,Monday,20
USER_0201,2023-03-02 17:03:34,美妆护肤,441.91,5,2209.55,4.0,微信支付,2023-03-02,2023-03,Thursday,17
USER_0424,2023-03-17 14:11:45,美妆护肤,308.92,5,1544.6,5.0,支付宝,2023-03-17,2023-03,Friday,14
USER_0533,2023-02-20 14:19:56,家居用品,260.31,4,1041.24,4.0,支付宝,2023-02-20,2023-02,Monday,14
USER_0076,2023-02-14 11:21:43,图书音像,128.12,1,128.12,5.0,支付宝,2023-02-14,2023-02,Tuesday,11
USER_0262,2023-03-27 17:17:16,电子产品,2294.88875,3,6641.0175,5.0,支付宝,2023-03-27,2023-03,Monday,17
USER_0449,2023-02-26 21:44:48,家居用品,485.65,4,1942.6,4.0,支付宝,2023-02-26,2023-02,Sunday,21
USER_0049,2023-02-15 09:07:42,运动户外,605.57,5,3027.85,4.0,微信支付,2023-02-15,2023-02,Wednesday,9
USER_0318,2023-04-16 19:53:40,服装鞋帽,115.32,5,576.6,4.0,支付宝,2023-04-16,2023-04,Sunday,19
USER_0183,2023-02-10 15:12:10,电子产品,2294.88875,5,6641.0175,5.0,支付宝,2023-02-10,2023-02,Friday,15
USER_0019,2023-03-17 16:07:52,服装鞋帽,555.96,2,1111.92,3.0,银行卡,2023-03-17,2023-03,Friday,16
USER_0250,2023-03-10 16:24:26,电子产品,2294.88875,1,3616.1,5.0,微信支付,2023-03-10,2023-03,Friday,16
USER_0324,2023-04-04 09:35:17,电子产品,2294.88875,1,3021.98,4.0,支付宝,2023-04-04,2023-04,Tuesday,9
USER_0378,2023-04-25 17:38:01,家居用品,688.31,3,2064.93,4.0,微信支付,2023-04-25,2023-04,Tuesday,17
USER_0210,2023-02-20 14:08:56,电子产品,942.06,5,4710.3,4.0,银行卡,2023-02-20,2023-02,Monday,14
USER_0387,2023-01-16 16:01:16,家居用品,546.52,5,2732.6,4.0,支付宝,2023-01-16,2023-01,Monday,16
USER_0357,2023-03-26 09:30:24,美妆护肤,333.1,3,999.3,5.0,支付宝,2023-03-26,2023-03,Sunday,9
USER_0429,2023-04-29 17:52:37,美妆护肤,234.28,3,702.84,5.0,支付宝,2023-04-29,2023-04,Saturday,17
USER_0172,2023-03-20 17:22:39,运动户外,74.0,4,296.0,4.0,支付宝,2023-03-20,2023-03,Monday,17
USER_0290,2023-02-25 20:36:06,电子产品,2294.88875,4,6641.0175,3.0,支付宝,2023-02-25,2023-02,Saturday,20
USER_0202,2023-03-01 10:27:34,服装鞋帽,103.78,1,103.78,4.0,支付宝,2023-03-01,2023-03,Wednesday,10
USER_0576,2023-03-10 16:33:47,电子产品,2294.88875,4,6641.0175,4.0,支付宝,2023-03-10,2023-03,Friday,16
USER_0434,2023-03-10 16:23:58,食品饮料,35.8,3,107.4,2.0,支付宝,2023-03-10,2023-03,Friday,16
USER_0234,2023-02-20 10:05:58,电子产品,2294.88875,2,4980.94,3.0,支付宝,2023-02-20,2023-02,Monday,10
USER_0170,2023-04-11 11:22:05,家居用品,831.91,5,4159.55,5.0,微信支付,2023-04-11,2023-04,Tuesday,11
USER_0500,2023-01-17 21:31:47,美妆护肤,490.45,5,2452.25,4.0,微信支付,2023-01-17,2023-01,Tuesday,21
USER_0379,2023-03-28 11:02:41,美妆护肤,360.33,5,1801.65,3.0,支付宝,2023-03-28,2023-03,Tuesday,11
USER_0533,2023-02-13 19:38:03,服装鞋帽,485.35,3,1456.05,3.0,支付宝,2023-02-13,2023-02,Monday,19
USER_0139,2023-04-10 11:16:34,运动户外,1265.64,2,2531.28,4.0,支付宝,2023-04-10,2023-04,Monday,11
USER_0520,2023-01-28 13:16:36,食品饮料,53.27,5,266.35,5.0,微信支付,2023-01-28,2023-01,Saturday,13
USER_0559,2023-01-12 14:20:53,美妆护肤,79.91,4,319.64,5.0,支付宝,2023-01-12,2023-01,Thursday,14
USER_0524,2023-03-11 09:50:18,食品饮料,27.8,2,55.6,5.0,支付宝,2023-03-11,2023-03,Saturday,9
USER_0587,2023-02-02 16:22:14,家居用品,921.17,1,921.17,4.0,微信支付,2023-02-02,2023-02,Thursday,16
USER_0082,2023-04-02 11:46:46,食品饮料,191.65,1,191.65,3.0,支付宝,2023-04-02,2023-04,Sunday,11
USER_0337,2023-04-23 09:31:07,电子产品,2294.88875,5,6641.0175,4.0,银行卡,2023-04-23,2023-04,Sunday,9
USER_0287,2023-04-29 10:31:21,家居用品,731.03,2,1462.06,4.0,微信支付,2023-04-29,2023-04,Saturday,10
USER_0277,2023-03-21 20:01:40,服装鞋帽,208.03,3,624.09,5.0,银行卡,2023-03-21,2023-03,Tuesday,20
USER_0264,2023-01-26 09:39:06,电子产品,316.39,5,1581.95,3.0,微信支付,2023-01-26,2023-01,Thursday,9
USER_0549,2023-01-13 16:07:04,美妆护肤,408.41,3,1225.23,5.0,微信支付,2023-01-13,2023-01,Friday,16
USER_0104,2023-01-23 17:33:45,服装鞋帽,565.55,3,1696.65,1.0,支付宝,2023-01-23,2023-01,Monday,17
USER_0188,2023-03-18 21:31:33,电子产品,594.61,2,1189.22,5.0,支付宝,2023-03-18,2023-03,Saturday,21
USER_0375,2023-02-03 18:59:15,食品饮料,37.59,4,150.36,5.0,微信支付,2023-02-03,2023-02,Friday,18
USER_0451,2023-01-08 15:13:55,服装鞋帽,729.58,5,3647.9,3.0,微信支付,2023-01-08,2023-01,Sunday,15
USER_0233,2023-01-30 13:12:20,电子产品,2138.99,1,2138.99,5.0,微信支付,2023-01-30,2023-01,Monday,13
USER_0544,2023-03-03 18:09:35,家居用品,99.62,2,199.24,4.0,微信支付,2023-03-03,2023-03,Friday,18
USER_0053,2023-01-24 14:29:03,电子产品,2294.88875,2,6641.0175,3.0,支付宝,2023-01-24,2023-01,Tuesday,14
USER_0354,2023-03-16 17:11:48,服装鞋帽,50.1,2,100.2,4.0,微信支付,2023-03-16,2023-03,Thursday,17
USER_0294,2023-03-22 15:23:49,食品饮料,74.67,5,373.35,5.0,银行卡,2023-03-22,2023-03,Wednesday,15
USER_0577,2023-04-17 11:08:26,运动户外,1165.03,3,3495.09,5.0,支付宝,2023-04-17,2023-04,Monday,11
USER_0177,2023-03-11 16:11:50,电子产品,2294.88875,1,3466.39,4.0,银行卡,2023-03-11,2023-03,Saturday,16
USER_0175,2023-01-23 13:20:42,家居用品,967.07,1,967.07,5.0,微信支付,2023-01-23,2023-01,Monday,13
USER_0533,2023-03-25 11:18:11,图书音像,38.87,4,155.48,4.0,微信支付,2023-03-25,2023-03,Saturday,11
USER_0355,2023-02-16 10:13:34,服装鞋帽,89.27,2,178.54,5.0,微信支付,2023-02-16,2023-02,Thursday,10
USER_0100,2023-01-31 10:15:08,家居用品,488.11,1,488.11,5.0,微信支付,2023-01-31,2023-01,Tuesday,10
USER_0173,2023-04-19 10:08:23,运动户外,295.16,4,1180.64,5.0,支付宝,2023-04-19,2023-04,Wednesday,10
USER_0540,2023-04-14 14:53:00,运动户外,610.45,1,610.45,4.0,微信支付,2023-04-14,2023-04,Friday,14
USER_0054,2023-01-10 13:43:46,美妆护肤,27.05,2,1110.13,4.0,支付宝,2023-01-10,2023-01,Tuesday,13
USER_0398,2023-01-10 11:24:02,服装鞋帽,448.2,5,2241.0,4.0,支付宝,2023-01-10,2023-01,Tuesday,11
USER_0378,2023-03-01 18:37:00,服装鞋帽,630.49,4,2521.96,5.0,银行卡,2023-03-01,2023-03,Wednesday,18
USER_0502,2023-02-22 18:58:46,美妆护肤,77.7,5,388.5,3.0,支付宝,2023-02-22,2023-02,Wednesday,18
USER_0055,2023-02-27 15:51:56,服装鞋帽,51.02,4,204.08,3.0,微信支付,2023-02-27,2023-02,Monday,15
USER_0228,2023-04-21 11:08:31,运动户外,1577.24,5,6641.0175,5.0,支付宝,2023-04-21,2023-04,Friday,11
USER_0195,2023-01-29 17:28:33,家居用品,489.2,4,1956.8,4.0,支付宝,2023-01-29,2023-01,Sunday,17
USER_0104,2023-01-09 15:04:55,图书音像,118.01,4,472.04,5.0,微信支付,2023-01-09,2023-01,Monday,15
USER_0529,2023-02-28 18:43:06,电子产品,2294.88875,5,6641.0175,5.0,支付宝,2023-02-28,2023-02,Tuesday,18
USER_0461,2023-02-22 16:39:03,服装鞋帽,555.6,1,555.6,3.0,银行卡,2023-02-22,2023-02,Wednesday,16
USER_0102,2023-03-29 14:59:56,运动户外,1430.06,1,1430.06,2.0,银行卡,2023-03-29,2023-03,Wednesday,14
USER_0596,2023-02-21 17:10:55,电子产品,2294.88875,5,6641.0175,4.0,银行卡,2023-02-21,2023-02,Tuesday,17
USER_0558,2023-03-10 14:37:21,美妆护肤,282.49,3,847.47,3.0,支付宝,2023-03-10,2023-03,Friday,14
USER_0093,2023-01-08 20:44:42,家居用品,162.89,2,325.78,5.0,微信支付,2023-01-08,2023-01,Sunday,20
USER_0492,2023-03-11 17:15:03,图书音像,199.07,2,398.14,5.0,微信支付,2023-03-11,2023-03,Saturday,17
USER_0332,2023-01-11 13:24:17,食品饮料,23.89,2,47.78,4.0,支付宝,2023-01-11,2023-01,Wednesday,13
USER_0571,2023-04-08 09:42:42,食品饮料,195.69,5,978.45,5.0,微信支付,2023-04-08,2023-04,Saturday,9
USER_0478,2023-04-06 12:46:29,家居用品,676.6,2,1353.2,3.0,微信支付,2023-04-06,2023-04,Thursday,12
USER_0086,2023-02-13 17:36:09,美妆护肤,200.95,3,602.85,4.0,支付宝,2023-02-13,2023-02,Monday,17
USER_0170,2023-04-14 10:54:07,美妆护肤,141.83,5,709.15,3.0,支付宝,2023-04-14,2023-04,Friday,10
USER_0173,2023-01-10 12:08:53,服装鞋帽,739.65,1,739.65,5.0,微信支付,2023-01-10,2023-01,Tuesday,12
USER_0404,2023-04-27 11:34:48,服装鞋帽,256.66,5,1283.3,4.0,支付宝,2023-04-27,2023-04,Thursday,11
USER_0091,2023-03-23 12:00:49,运动户外,1760.84,2,3521.68,5.0,微信支付,2023-03-23,2023-03,Thursday,12
USER_0041,2023-04-15 13:57:00,电子产品,2294.88875,5,6641.0175,3.0,支付宝,2023-04-15,2023-04,Saturday,13
USER_0256,2023-01-11 16:50:20,食品饮料,154.17,4,616.68,3.0,支付宝,2023-01-11,2023-01,Wednesday,16
USER_0327,2023-01-26 16:04:20,美妆护肤,415.12,2,830.24,5.0,支付宝,2023-01-26,2023-01,Thursday,16
USER_0221,2023-01-08 17:47:18,食品饮料,16.23,3,48.69,4.0,支付宝,2023-01-08,2023-01,Sunday,17
USER_0271,2023-04-09 13:00:02,电子产品,2294.88875,4,6641.0175,1.0,微信支付,2023-04-09,2023-04,Sunday,13
USER_0536,2023-01-24 18:03:02,食品饮料,98.03,4,392.12,1.0,支付宝,2023-01-24,2023-01,Tuesday,18
USER_0581,2023-04-05 13:40:56,食品饮料,21.65,1,21.65,4.0,银行卡,2023-04-05,2023-04,Wednesday,13
USER_0391,2023-04-13 14:20:19,电子产品,107.22,4,428.88,5.0,支付宝,2023-04-13,2023-04,Thursday,14
USER_0511,2023-02-05 17:04:12,服装鞋帽,277.2,1,277.2,3.0,支付宝,2023-02-05,2023-02,Sunday,17
USER_0206,2023-02-26 19:46:53,服装鞋帽,215.37,5,1076.85,5.0,支付宝,2023-02-26,2023-02,Sunday,19
USER_0272,2023-02-28 15:30:41,家居用品,192.3,1,192.3,5.0,支付宝,2023-02-28,2023-02,Tuesday,15
USER_0480,2023-01-10 14:56:16,家居用品,317.66,5,1588.3,5.0,微信支付,2023-01-10,2023-01,Tuesday,14
USER_0191,2023-03-30 11:35:16,运动户外,1663.64,3,4990.92,4.0,微信支付,2023-03-30,2023-03,Thursday,11
USER_0407,2023-02-08 21:56:16,电子产品,354.29,4,1417.16,3.0,银行卡,2023-02-08,2023-02,Wednesday,21
USER_0515,2023-03-22 09:11:47,食品饮料,189.95,3,569.85,4.0,支付宝,2023-03-22,2023-03,Wednesday,9
USER_0100,2023-02-01 12:17:48,电子产品,2294.88875,2,6641.0175,1.0,微信支付,2023-02-01,2023-02,Wednesday,12
USER_0315,2023-01-29 11:05:56,食品饮料,112.74,5,563.7,4.0,微信支付,2023-01-29,2023-01,Sunday,11
USER_0390,2023-04-14 21:47:34,图书音像,60.81,1,60.81,5.0,支付宝,2023-04-14,2023-04,Friday,21
USER_0452,2023-02-13 15:01:55,美妆护肤,260.73,3,782.19,2.0,微信支付,2023-02-13,2023-02,Monday,15
USER_0595,2023-02-20 10:51:15,电子产品,1015.88,5,5079.4,1.0,支付宝,2023-02-20,2023-02,Monday,10
USER_0283,2023-01-12 09:05:32,服装鞋帽,708.49,3,2125.47,4.0,支付宝,2023-01-12,2023-01,Thursday,9
USER_0050,2023-04-22 17:18:21,服装鞋帽,92.44,4,369.76,4.0,银行卡,2023-04-22,2023-04,Saturday,17
USER_0084,2023-02-23 15:14:22,电子产品,2149.84,4,6641.0175,5.0,支付宝,2023-02-23,2023-02,Thursday,15
USER_0338,2023-03-04 18:40:56,电子产品,2294.88875,2,4611.14,5.0,银行卡,2023-03-04,2023-03,Saturday,18
USER_0325,2023-01-28 17:04:17,家居用品,440.05,4,1760.2,3.0,支付宝,2023-01-28,2023-01,Saturday,17
USER_0387,2023-01-10 10:24:34,服装鞋帽,265.6,2,531.2,4.0,微信支付,2023-01-10,2023-01,Tuesday,10
USER_0295,2023-04-01 21:46:37,电子产品,2208.84,3,6626.52,4.0,微信支付,2023-04-01,2023-04,Saturday,21
USER_0367,2023-03-07 13:33:21,图书音像,65.16,1,65.16,4.0,微信支付,2023-03-07,2023-03,Tuesday,13
USER_0326,2023-04-15 19:35:58,食品饮料,174.56,2,349.12,5.0,支付宝,2023-04-15,2023-04,Saturday,19
USER_0079,2023-02-28 14:50:47,电子产品,2294.88875,1,3884.27,4.0,支付宝,2023-02-28,2023-02,Tuesday,14
USER_0449,2023-04-23 21:03:06,服装鞋帽,387.69,4,1550.76,5.0,微信支付,2023-04-23,2023-04,Sunday,21
USER_0046,2023-04-16 14:47:37,电子产品,140.77,3,422.31,4.0,微信支付,2023-04-16,2023-04,Sunday,14
USER_0341,2023-01-25 20:46:14,美妆护肤,266.11,3,798.33,4.0,微信支付,2023-01-25,2023-01,Wednesday,20
USER_0043,2023-02-10 18:49:19,电子产品,2294.88875,4,6641.0175,5.0,支付宝,2023-02-10,2023-02,Friday,18
USER_0575,2023-04-07 17:45:04,电子产品,2294.88875,2,6641.0175,4.0,微信支付,2023-04-07,2023-04,Friday,17
USER_0314,2023-02-02 19:15:17,服装鞋帽,299.78,3,899.34,5.0,支付宝,2023-02-02,2023-02,Thursday,19
USER_0319,2023-03-18 16:45:02,家居用品,750.6,3,2251.8,5.0,微信支付,2023-03-18,2023-03,Saturday,16
USER_0073,2023-01-06 19:24:38,服装鞋帽,326.34,1,326.34,5.0,支付宝,2023-01-06,2023-01,Friday,19
USER_0187,2023-03-26 10:57:42,家居用品,838.63,2,1677.26,4.0,微信支付,2023-03-26,2023-03,Sunday,10
USER_0549,2023-03-20 20:17:33,食品饮料,159.17,5,795.85,4.0,支付宝,2023-03-20,2023-03,Monday,20
USER_0256,2023-01-07 21:42:53,电子产品,1129.14,3,3387.42,3.0,支付宝,2023-01-07,2023-01,Saturday,21
USER_0121,2023-01-01 14:37:20,电子产品,445.41,5,2227.05,3.0,微信支付,2023-01-01,2023-01,Sunday,14
USER_0303,2023-03-25 11:34:03,服装鞋帽,282.36,2,564.72,3.0,微信支付,2023-03-25,2023-03,Saturday,11
USER_0277,2023-03-02 18:51:23,美妆护肤,167.74,5,838.7,5.0,支付宝,2023-03-02,2023-03,Thursday,18
USER_0177,2023-04-16 18:38:15,运动户外,250.01,3,750.03,4.0,微信支付,2023-04-16,2023-04,Sunday,18
USER_0039,2023-01-22 17:53:04,家居用品,842.77,3,2528.31,5.0,支付宝,2023-01-22,2023-01,Sunday,17
USER_0457,2023-01-29 13:22:12,美妆护肤,204.71,5,1023.55,4.0,支付宝,2023-01-29,2023-01,Sunday,13
USER_0597,2023-03-07 13:05:43,食品饮料,40.66,1,40.66,2.0,支付宝,2023-03-07,2023-03,Tuesday,13
USER_0416,2023-02-11 11:13:57,服装鞋帽,129.01,1,129.01,3.0,支付宝,2023-02-11,2023-02,Saturday,11
USER_0011,2023-03-19 15:54:46,服装鞋帽,225.65,4,902.6,3.0,微信支付,2023-03-19,2023-03,Sunday,15
USER_0363,2023-01-09 09:32:18,家居用品,429.51,5,2147.55,5.0,微信支付,2023-01-09,2023-01,Monday,9
USER_0499,2023-01-13 14:00:33,电子产品,2294.88875,5,6641.0175,4.0,支付宝,2023-01-13,2023-01,Friday,14
USER_0295,2023-03-29 18:16:06,电子产品,2294.88875,2,6641.0175,4.0,微信支付,2023-03-29,2023-03,Wednesday,18
USER_0193,2023-04-23 09:42:24,家居用品,425.88,3,1277.64,5.0,微信支付,2023-04-23,2023-04,Sunday,9
USER_0380,2023-01-16 17:53:27,家居用品,760.06,1,760.06,4.0,支付宝,2023-01-16,2023-01,Monday,17
USER_0199,2023-03-19 21:18:18,运动户外,1770.99,5,6641.0175,4.0,支付宝,2023-03-19,2023-03,Sunday,21
USER_0057,2023-04-14 10:50:47,电子产品,305.73,1,305.73,4.0,微信支付,2023-04-14,2023-04,Friday,10
USER_0335,2023-04-02 12:56:48,电子产品,1939.8,4,1110.13,5.0,银行卡,2023-04-02,2023-04,Sunday,12
USER_0323,2023-03-24 11:53:13,服装鞋帽,101.54,3,304.62,4.0,支付宝,2023-03-24,2023-03,Friday,11
USER_0122,2023-04-05 19:31:26,服装鞋帽,673.53,1,673.53,5.0,支付宝,2023-04-05,2023-04,Wednesday,19
USER_0124,2023-04-08 21:55:14,电子产品,2294.88875,2,5893.94,4.0,微信支付,2023-04-08,2023-04,Saturday,21
USER_0429,2023-03-03 15:31:57,美妆护肤,27.02,4,108.08,3.0,微信支付,2023-03-03,2023-03,Friday,15
USER_0583,2023-04-02 17:27:05,美妆护肤,455.95,3,1367.85,5.0,支付宝,2023-04-02,2023-04,Sunday,17
USER_0490,2023-04-11 13:21:41,服装鞋帽,361.23,3,1083.69,5.0,支付宝,2023-04-11,2023-04,Tuesday,13
USER_0237,2023-02-28 10:29:29,运动户外,1038.77,1,1038.77,3.0,微信支付,2023-02-28,2023-02,Tuesday,10
USER_0178,2023-01-12 11:25:22,家居用品,802.35,1,802.35,3.0,支付宝,2023-01-12,2023-01,Thursday,11
